code,code,decimal_point,name,pre_close,sec,sse,volunit
399615,399615,2,深证工业,2171.6594238281,index_cn,sz,100
399616,399616,2,深证可选,4893.2685546875,index_cn,sz,100
399617,399617,2,深证消费,7421.1943359375,index_cn,sz,100
399618,399618,2,深证医药,9398.6376953125,index_cn,sz,100
399619,399619,2,深证金融,4232.0849609375,index_cn,sz,100
399620,399620,2,深证信息,3043.9624023438,index_cn,sz,100
399621,399621,2,深证电信,2819.2644042969,index_cn,sz,100
399622,399622,2,深证公用,1636.7829589844,index_cn,sz,100
399623,399623,2,中小基础,6300.2182617188,index_cn,sz,100
399624,399624,2,中创400,1545.4197998047,index_cn,sz,100
399625,399625,2,中创500,1431.0092773438,index_cn,sz,100
399626,399626,2,中创成长,1202.8013916016,index_cn,sz,100
399627,399627,2,中创价值,1486.9969482422,index_cn,sz,100
399628,399628,2,700成长,1619.4290771484,index_cn,sz,100
399629,399629,2,700价值,1791.1016845703,index_cn,sz,100
399630,399630,2,1000成长,1191.5805664062,index_cn,sz,100
399631,399631,2,1000价值,1552.380859375,index_cn,sz,100
399632,399632,2,深100EW,3594.1120605469,index_cn,sz,100
399633,399633,2,深300EW,4267.9467773438,index_cn,sz,100
399634,399634,2,中小板EW,3039.6293945312,index_cn,sz,100
399635,399635,2,创业板EW,1475.1374511719,index_cn,sz,100
399636,399636,2,深证装备,2716.7836914062,index_cn,sz,100
399637,399637,2,深证地产,4342.6416015625,index_cn,sz,100
399638,399638,2,深证环保,3127.0158691406,index_cn,sz,100
399639,399639,2,深证大宗,1872.7065429688,index_cn,sz,100
399640,399640,2,创业基础,1409.9217529297,index_cn,sz,100
